1.000e+08;1.000e+08;500.00
1.000e+08;1.000e+08;616.67
1.000e+08;1.000e+08;733.33
1.000e+08;1.000e+08;850.00
1.000e+08;1.000e+08;966.67
1.000e+08;1.000e+08;1083.33
1.000e+08;1.000e+08;1200.00
1.000e+08;2.405e+09;500.00
1.000e+08;2.405e+09;616.67
1.000e+08;2.405e+09;733.33
1.000e+08;2.405e+09;850.00
1.000e+08;2.405e+09;966.67
1.000e+08;2.405e+09;1083.33
1.000e+08;2.405e+09;1200.00
1.000e+08;4.710e+09;500.00
1.000e+08;4.710e+09;616.67
1.000e+08;4.710e+09;733.33
1.000e+08;4.710e+09;850.00
1.000e+08;4.710e+09;966.67
1.000e+08;4.710e+09;1083.33
1.000e+08;4.710e+09;1200.00
1.000e+08;7.015e+09;500.00
1.000e+08;7.015e+09;616.67
1.000e+08;7.015e+09;733.33
1.000e+08;7.015e+09;850.00
1.000e+08;7.015e+09;966.67
1.000e+08;7.015e+09;1083.33
1.000e+08;7.015e+09;1200.00
1.000e+08;9.321e+09;500.00
1.000e+08;9.321e+09;616.67
1.000e+08;9.321e+09;733.33
1.000e+08;9.321e+09;850.00
1.000e+08;9.321e+09;966.67
1.000e+08;9.321e+09;1083.33
1.000e+08;9.321e+09;1200.00
1.000e+08;1.163e+10;500.00
1.000e+08;1.163e+10;616.67
1.000e+08;1.163e+10;733.33
1.000e+08;1.163e+10;850.00
1.000e+08;1.163e+10;966.67
1.000e+08;1.163e+10;1083.33
1.000e+08;1.163e+10;1200.00
1.000e+08;1.393e+10;500.00
1.000e+08;1.393e+10;616.67
1.000e+08;1.393e+10;733.33
1.000e+08;1.393e+10;850.00
1.000e+08;1.393e+10;966.67
1.000e+08;1.393e+10;1083.33
1.000e+08;1.393e+10;1200.00
1.000e+08;1.624e+10;500.00
1.000e+08;1.624e+10;616.67
1.000e+08;1.624e+10;733.33
1.000e+08;1.624e+10;850.00
1.000e+08;1.624e+10;966.67
1.000e+08;1.624e+10;1083.33
1.000e+08;1.624e+10;1200.00
1.000e+08;1.854e+10;500.00
1.000e+08;1.854e+10;616.67
1.000e+08;1.854e+10;733.33
1.000e+08;1.854e+10;850.00
1.000e+08;1.854e+10;966.67
1.000e+08;1.854e+10;1083.33
1.000e+08;1.854e+10;1200.00
1.000e+08;2.085e+10;500.00
1.000e+08;2.085e+10;616.67
1.000e+08;2.085e+10;733.33
1.000e+08;2.085e+10;850.00
1.000e+08;2.085e+10;966.67
1.000e+08;2.085e+10;1083.33
1.000e+08;2.085e+10;1200.00
1.000e+08;2.315e+10;500.00
1.000e+08;2.315e+10;616.67
1.000e+08;2.315e+10;733.33
1.000e+08;2.315e+10;850.00
1.000e+08;2.315e+10;966.67
1.000e+08;2.315e+10;1083.33
1.000e+08;2.315e+10;1200.00
1.000e+08;2.546e+10;500.00
1.000e+08;2.546e+10;616.67
1.000e+08;2.546e+10;733.33
1.000e+08;2.546e+10;850.00
1.000e+08;2.546e+10;966.67
1.000e+08;2.546e+10;1083.33
1.000e+08;2.546e+10;1200.00
1.000e+08;2.776e+10;500.00
1.000e+08;2.776e+10;616.67
1.000e+08;2.776e+10;733.33
1.000e+08;2.776e+10;850.00
1.000e+08;2.776e+10;966.67
1.000e+08;2.776e+10;1083.33
1.000e+08;2.776e+10;1200.00
1.000e+08;3.007e+10;500.00
1.000e+08;3.007e+10;616.67
1.000e+08;3.007e+10;733.33
1.000e+08;3.007e+10;850.00
1.000e+08;3.007e+10;966.67
1.000e+08;3.007e+10;1083.33
1.000e+08;3.007e+10;1200.00
1.000e+08;3.237e+10;500.00
1.000e+08;3.237e+10;616.67
1.000e+08;3.237e+10;733.33
1.000e+08;3.237e+10;850.00
1.000e+08;3.237e+10;966.67
1.000e+08;3.237e+10;1083.33
1.000e+08;3.237e+10;1200.00
1.000e+08;3.468e+10;500.00
1.000e+08;3.468e+10;616.67
1.000e+08;3.468e+10;733.33
1.000e+08;3.468e+10;850.00
1.000e+08;3.468e+10;966.67
1.000e+08;3.468e+10;1083.33
1.000e+08;3.468e+10;1200.00
1.000e+08;3.698e+10;500.00
1.000e+08;3.698e+10;616.67
1.000e+08;3.698e+10;733.33
1.000e+08;3.698e+10;850.00
1.000e+08;3.698e+10;966.67
1.000e+08;3.698e+10;1083.33
1.000e+08;3.698e+10;1200.00
1.000e+08;3.929e+10;500.00
1.000e+08;3.929e+10;616.67
1.000e+08;3.929e+10;733.33
1.000e+08;3.929e+10;850.00
1.000e+08;3.929e+10;966.67
1.000e+08;3.929e+10;1083.33
1.000e+08;3.929e+10;1200.00
1.000e+08;4.159e+10;500.00
1.000e+08;4.159e+10;616.67
1.000e+08;4.159e+10;733.33
1.000e+08;4.159e+10;850.00
1.000e+08;4.159e+10;966.67
1.000e+08;4.159e+10;1083.33
1.000e+08;4.159e+10;1200.00
1.000e+08;4.390e+10;500.00
1.000e+08;4.390e+10;616.67
1.000e+08;4.390e+10;733.33
1.000e+08;4.390e+10;850.00
1.000e+08;4.390e+10;966.67
1.000e+08;4.390e+10;1083.33
1.000e+08;4.390e+10;1200.00
1.000e+08;4.620e+10;500.00
1.000e+08;4.620e+10;616.67
1.000e+08;4.620e+10;733.33
1.000e+08;4.620e+10;850.00
1.000e+08;4.620e+10;966.67
1.000e+08;4.620e+10;1083.33
1.000e+08;4.620e+10;1200.00
1.000e+08;4.851e+10;500.00
1.000e+08;4.851e+10;616.67
1.000e+08;4.851e+10;733.33
1.000e+08;4.851e+10;850.00
1.000e+08;4.851e+10;966.67
1.000e+08;4.851e+10;1083.33
1.000e+08;4.851e+10;1200.00
1.000e+08;5.081e+10;500.00
1.000e+08;5.081e+10;616.67
1.000e+08;5.081e+10;733.33
1.000e+08;5.081e+10;850.00
1.000e+08;5.081e+10;966.67
1.000e+08;5.081e+10;1083.33
1.000e+08;5.081e+10;1200.00
1.000e+08;5.312e+10;500.00
1.000e+08;5.312e+10;616.67
1.000e+08;5.312e+10;733.33
1.000e+08;5.312e+10;850.00
1.000e+08;5.312e+10;966.67
1.000e+08;5.312e+10;1083.33
1.000e+08;5.312e+10;1200.00
1.000e+08;5.542e+10;500.00
1.000e+08;5.542e+10;616.67
1.000e+08;5.542e+10;733.33
1.000e+08;5.542e+10;850.00
1.000e+08;5.542e+10;966.67
1.000e+08;5.542e+10;1083.33
1.000e+08;5.542e+10;1200.00
1.000e+08;5.773e+10;500.00
1.000e+08;5.773e+10;616.67
1.000e+08;5.773e+10;733.33
1.000e+08;5.773e+10;850.00
1.000e+08;5.773e+10;966.67
1.000e+08;5.773e+10;1083.33
1.000e+08;5.773e+10;1200.00
1.000e+08;6.003e+10;500.00
1.000e+08;6.003e+10;616.67
1.000e+08;6.003e+10;733.33
1.000e+08;6.003e+10;850.00
1.000e+08;6.003e+10;966.67
1.000e+08;6.003e+10;1083.33
1.000e+08;6.003e+10;1200.00
1.000e+08;6.234e+10;500.00
1.000e+08;6.234e+10;616.67
1.000e+08;6.234e+10;733.33
1.000e+08;6.234e+10;850.00
1.000e+08;6.234e+10;966.67
1.000e+08;6.234e+10;1083.33
1.000e+08;6.234e+10;1200.00
1.000e+08;6.464e+10;500.00
1.000e+08;6.464e+10;616.67
1.000e+08;6.464e+10;733.33
1.000e+08;6.464e+10;850.00
1.000e+08;6.464e+10;966.67
1.000e+08;6.464e+10;1083.33
1.000e+08;6.464e+10;1200.00
1.000e+08;6.695e+10;500.00
1.000e+08;6.695e+10;616.67
1.000e+08;6.695e+10;733.33
1.000e+08;6.695e+10;850.00
1.000e+08;6.695e+10;966.67
1.000e+08;6.695e+10;1083.33
1.000e+08;6.695e+10;1200.00
1.000e+08;6.925e+10;500.00
1.000e+08;6.925e+10;616.67
1.000e+08;6.925e+10;733.33
1.000e+08;6.925e+10;850.00
1.000e+08;6.925e+10;966.67
1.000e+08;6.925e+10;1083.33
1.000e+08;6.925e+10;1200.00
1.000e+08;7.156e+10;500.00
1.000e+08;7.156e+10;616.67
1.000e+08;7.156e+10;733.33
1.000e+08;7.156e+10;850.00
1.000e+08;7.156e+10;966.67
1.000e+08;7.156e+10;1083.33
1.000e+08;7.156e+10;1200.00
1.000e+08;7.386e+10;500.00
1.000e+08;7.386e+10;616.67
1.000e+08;7.386e+10;733.33
1.000e+08;7.386e+10;850.00
1.000e+08;7.386e+10;966.67
1.000e+08;7.386e+10;1083.33
1.000e+08;7.386e+10;1200.00
1.000e+08;7.617e+10;500.00
1.000e+08;7.617e+10;616.67
1.000e+08;7.617e+10;733.33
1.000e+08;7.617e+10;850.00
1.000e+08;7.617e+10;966.67
1.000e+08;7.617e+10;1083.33
1.000e+08;7.617e+10;1200.00
1.000e+08;7.847e+10;500.00
1.000e+08;7.847e+10;616.67
1.000e+08;7.847e+10;733.33
1.000e+08;7.847e+10;850.00
1.000e+08;7.847e+10;966.67
1.000e+08;7.847e+10;1083.33
1.000e+08;7.847e+10;1200.00
1.000e+08;8.078e+10;500.00
1.000e+08;8.078e+10;616.67
1.000e+08;8.078e+10;733.33
1.000e+08;8.078e+10;850.00
1.000e+08;8.078e+10;966.67
1.000e+08;8.078e+10;1083.33
1.000e+08;8.078e+10;1200.00
1.000e+08;8.308e+10;500.00
1.000e+08;8.308e+10;616.67
1.000e+08;8.308e+10;733.33
1.000e+08;8.308e+10;850.00
1.000e+08;8.308e+10;966.67
1.000e+08;8.308e+10;1083.33
1.000e+08;8.308e+10;1200.00
1.000e+08;8.539e+10;500.00
1.000e+08;8.539e+10;616.67
1.000e+08;8.539e+10;733.33
1.000e+08;8.539e+10;850.00
1.000e+08;8.539e+10;966.67
1.000e+08;8.539e+10;1083.33
1.000e+08;8.539e+10;1200.00
1.000e+08;8.769e+10;500.00
1.000e+08;8.769e+10;616.67
1.000e+08;8.769e+10;733.33
1.000e+08;8.769e+10;850.00
1.000e+08;8.769e+10;966.67
1.000e+08;8.769e+10;1083.33
1.000e+08;8.769e+10;1200.00
1.000e+08;9.000e+10;500.00
1.000e+08;9.000e+10;616.67
1.000e+08;9.000e+10;733.33
1.000e+08;9.000e+10;850.00
1.000e+08;9.000e+10;966.67
1.000e+08;9.000e+10;1083.33
1.000e+08;9.000e+10;1200.00
2.405e+09;1.000e+08;500.00
2.405e+09;1.000e+08;616.67
2.405e+09;1.000e+08;733.33
2.405e+09;1.000e+08;850.00
2.405e+09;1.000e+08;966.67
2.405e+09;1.000e+08;1083.33
2.405e+09;1.000e+08;1200.00
2.405e+09;2.405e+09;500.00
2.405e+09;2.405e+09;616.67
2.405e+09;2.405e+09;733.33
2.405e+09;2.405e+09;850.00
2.405e+09;2.405e+09;966.67
2.405e+09;2.405e+09;1083.33
2.405e+09;2.405e+09;1200.00
2.405e+09;4.710e+09;500.00
2.405e+09;4.710e+09;616.67
2.405e+09;4.710e+09;733.33
2.405e+09;4.710e+09;850.00
2.405e+09;4.710e+09;966.67
2.405e+09;4.710e+09;1083.33
